"PEP_ID","PLANT_ID","CULT_ID","BBCH","YEAR","DAY"
7185,106,21,10,2011,153
7184,106,21,10,2011,149
7180,106,21,10,2011,142
7178,106,21,10,2011,150
7175,106,21,10,2011,144
7174,106,21,10,2011,140
7173,106,21,10,2011,134
7172,106,21,10,2011,130
7168,106,21,10,2011,136
7165,106,21,10,2011,128
7164,106,21,10,2011,131
7163,106,21,10,2011,133
7160,106,21,10,2011,131
7159,106,21,10,2011,129
7156,106,21,10,2011,122
7155,106,21,10,2011,130
7154,106,21,10,2011,127
7153,106,21,10,2011,129
7185,106,21,10,2010,155
7184,106,21,10,2010,148
7181,106,21,10,2010,139
7180,106,21,10,2010,138
7178,106,21,10,2010,141
7175,106,21,10,2010,138
7174,106,21,10,2010,138
7173,106,21,10,2010,134
7172,106,21,10,2010,135
7168,106,21,10,2010,135
7166,106,21,10,2010,132
7165,106,21,10,2010,134
7164,106,21,10,2010,134
7163,106,21,10,2010,135
7160,106,21,10,2010,136
7159,106,21,10,2010,134
7156,106,21,10,2010,136
7155,106,21,10,2010,136
7154,106,21,10,2010,134
7153,106,21,10,2010,136
7180,106,20,10,2011,143
7178,106,20,10,2011,151
7175,106,20,10,2011,145
7174,106,20,10,2011,142
7173,106,20,10,2011,133
7172,106,20,10,2011,131
7168,106,20,10,2011,131
7165,106,20,10,2011,127
7164,106,20,10,2011,128
7163,106,20,10,2011,129
7160,106,20,10,2011,127
7156,106,20,10,2011,116
7155,106,20,10,2011,122
7154,106,20,10,2011,117
7153,106,20,10,2011,126
7180,106,20,10,2010,139
7178,106,20,10,2010,140
7175,106,20,10,2010,139
7174,106,20,10,2010,136
7173,106,20,10,2010,134
7172,106,20,10,2010,134
7168,106,20,10,2010,134
7166,106,20,10,2010,132
7165,106,20,10,2010,132
7164,106,20,10,2010,133
7163,106,20,10,2010,132
7160,106,20,10,2010,133
7159,106,20,10,2010,132
7156,106,20,10,2010,135
7155,106,20,10,2010,132
7154,106,20,10,2010,129
7153,106,20,10,2010,132
7185,106,21,10,1997,160
7184,106,21,10,1997,167
7181,106,21,10,1997,159
7180,106,20,10,1997,153
7180,106,21,10,1997,153
7178,106,20,10,1997,160
7178,106,21,10,1997,160
7175,106,20,10,1997,154
7175,106,21,10,1997,154
7174,106,20,10,1997,157
7174,106,21,10,1997,157
7173,106,20,10,1997,149
7173,106,21,10,1997,150
7172,106,20,10,1997,142
7172,106,21,10,1997,142
7169,106,20,10,1997,139
7169,106,21,10,1997,146
7168,106,20,10,1997,150
7168,106,21,10,1997,152
7167,106,20,10,1997,148
7167,106,21,10,1997,151
7166,106,20,10,1997,141
7166,106,21,10,1997,148
7165,106,20,10,1997,135
7165,106,21,10,1997,139
7164,106,20,10,1997,139
7164,106,21,10,1997,139
7163,106,20,10,1997,135
7163,106,21,10,1997,142
7160,106,20,10,1997,135
7160,106,21,10,1997,135
7159,106,20,10,1997,135
7159,106,21,10,1997,147
7158,106,20,10,1997,135
7158,106,21,10,1997,139
7156,106,20,10,1997,133
7156,106,21,10,1997,136
7155,106,20,10,1997,133
7155,106,21,10,1997,135
7154,106,20,10,1997,135
7154,106,21,10,1997,142
7153,106,20,10,1997,132
7153,106,21,10,1997,134
7185,106,21,10,1998,166
7184,106,21,10,1998,160
7181,106,21,10,1998,162
7180,106,20,10,1998,147
7180,106,21,10,1998,147
7178,106,20,10,1998,164
7178,106,21,10,1998,164
7175,106,20,10,1998,140
7175,106,21,10,1998,139
7174,106,20,10,1998,138
7174,106,21,10,1998,138
7173,106,20,10,1998,136
7173,106,21,10,1998,138
7172,106,20,10,1998,134
7172,106,21,10,1998,134
7169,106,20,10,1998,131
7169,106,21,10,1998,134
7168,106,20,10,1998,137
7168,106,21,10,1998,138
7167,106,20,10,1998,136
7167,106,21,10,1998,138
7166,106,20,10,1998,138
7166,106,21,10,1998,138
7165,106,20,10,1998,134
7165,106,21,10,1998,136
7164,106,20,10,1998,132
7164,106,21,10,1998,135
7163,106,20,10,1998,132
7163,106,21,10,1998,135
7160,106,20,10,1998,123
7160,106,21,10,1998,127
7159,106,20,10,1998,122
7159,106,21,10,1998,135
7158,106,20,10,1998,122
7158,106,21,10,1998,124
7156,106,20,10,1998,121
7156,106,21,10,1998,131
7155,106,20,10,1998,121
7155,106,21,10,1998,132
7154,106,20,10,1998,123
7154,106,21,10,1998,130
7153,106,20,10,1998,122
7153,106,21,10,1998,123
7215,106,20,10,1997,128
7212,106,20,10,1997,131
7211,106,20,10,1997,123
7210,106,20,10,1997,128
7208,106,20,10,1997,128
7205,106,20,10,1997,130
7213,106,20,10,1997,120
7207,106,20,10,1997,126
7201,106,20,10,1997,128
7200,106,20,10,1997,124
7202,106,20,10,1997,128
7198,106,20,10,1997,128
7197,106,20,10,1997,121
7196,106,20,10,1997,125
7204,106,20,10,1997,130
8016,106,20,10,1997,125
7215,106,20,10,1995,115
8015,106,20,10,1997,125
7211,106,20,10,1995,114
7210,106,20,10,1995,115
7193,106,20,10,1997,126
7209,106,20,10,1995,111
7208,106,20,10,1995,113
7191,106,20,10,1997,130
7205,106,20,10,1995,115
7188,106,20,10,1997,125
7213,106,20,10,1995,115
7215,106,20,10,1994,118
7207,106,20,10,1995,114
7212,106,20,10,1994,121
7215,106,20,10,1996,115
7215,106,20,10,1998,117
7201,106,20,10,1995,114
7211,106,20,10,1994,115
7210,106,20,10,1996,115
7212,106,20,10,1998,122
7210,106,20,10,1994,116
7200,106,20,10,1995,102
7208,106,20,10,1996,116
7209,106,20,10,1994,117
7202,106,20,10,1995,115
7211,106,20,10,1998,115
7208,106,20,10,1994,115
7205,106,20,10,1996,120
7210,106,20,10,1998,117
7198,106,20,10,1995,116
7205,106,20,10,1994,119
7213,106,20,10,1996,118
7209,106,20,10,1998,116
7197,106,20,10,1995,106
7207,106,20,10,1996,116
7213,106,20,10,1994,118
7196,106,20,10,1995,113
7208,106,20,10,1998,118
7207,106,20,10,1994,118
7201,106,20,10,1996,118
7201,106,20,10,1994,117
7204,106,20,10,1995,115
7202,106,20,10,1996,118
7205,106,20,10,1998,116
8016,106,20,10,1995,114
7198,106,20,10,1996,117
7200,106,20,10,1994,114
7213,106,20,10,1998,115
8015,106,20,10,1995,114
7197,106,20,10,1996,122
7202,106,20,10,1994,118
7193,106,20,10,1995,113
7215,106,20,10,1993,117
7198,106,20,10,1994,114
7201,106,20,10,1998,116
7197,106,20,10,1994,116
7191,106,20,10,1995,121
7212,106,20,10,1993,122
7204,106,20,10,1996,123
7200,106,20,10,1998,115
7204,106,20,10,1994,116
7211,106,20,10,1993,117
8016,106,20,10,1996,115
7209,106,20,10,1993,119
7202,106,20,10,1998,118
8016,106,20,10,1994,118
7208,106,20,10,1993,114
7193,106,20,10,1996,120
7198,106,20,10,1998,116
8015,106,20,10,1994,115
7191,106,20,10,1996,122
7197,106,20,10,1998,113
7205,106,20,10,1993,116
7193,106,20,10,1994,118
7196,106,20,10,1998,111
7191,106,20,10,1994,126
7213,106,20,10,1993,118
7204,106,20,10,1998,119
7207,106,20,10,1993,118
8016,106,20,10,1998,116
7201,106,20,10,1993,118
7193,106,20,10,1998,117
7200,106,20,10,1993,146
7202,106,20,10,1993,117
7188,106,20,10,1998,116
7198,106,20,10,1993,118
7197,106,20,10,1993,115
7204,106,20,10,1993,122
7195,106,20,10,1993,109
8016,106,20,10,1993,116
8015,106,20,10,1993,118
7193,106,20,10,1993,114
7191,106,20,10,1993,121
7188,106,20,10,1993,118
7185,106,21,10,2000,153
7184,106,21,10,2000,151
7181,106,21,10,2000,149
7180,106,20,10,2000,142
7180,106,21,10,2000,142
7178,106,20,10,2000,153
7178,106,21,10,2000,152
7175,106,20,10,2000,142
7175,106,21,10,2000,142
7174,106,20,10,2000,140
7174,106,21,10,2000,140
7173,106,20,10,2000,138
7173,106,21,10,2000,138
7172,106,20,10,2000,133
7172,106,21,10,2000,136
7169,106,20,10,2000,127
7169,106,21,10,2000,127
7168,106,20,10,2000,136
7168,106,21,10,2000,136
7167,106,20,10,2000,131
7167,106,21,10,2000,131
7166,106,20,10,2000,125
7166,106,21,10,2000,125
7165,106,20,10,2000,127
7165,106,21,10,2000,129
7164,106,20,10,2000,128
7164,106,21,10,2000,131
7163,106,20,10,2000,117
7163,106,21,10,2000,129
7160,106,20,10,2000,128
7160,106,21,10,2000,135
7159,106,20,10,2000,118
7159,106,21,10,2000,132
7158,106,20,10,2000,115
7158,106,21,10,2000,121
7156,106,20,10,2000,111
7156,106,21,10,2000,125
7155,106,20,10,2000,116
7155,106,21,10,2000,117
7154,106,20,10,2000,116
7154,106,21,10,2000,128
7153,106,20,10,2000,115
7153,106,21,10,2000,119
7215,106,20,10,2000,112
7212,106,20,10,2000,111
7211,106,20,10,2000,110
7210,106,20,10,2000,112
7209,106,20,10,2000,109
7208,106,20,10,2000,116
7205,106,20,10,2000,113
7213,106,20,10,2000,110
7207,106,20,10,2000,113
7201,106,20,10,2000,47
7200,106,20,10,2000,114
7202,106,20,10,2000,112
7199,106,20,10,2000,108
7198,106,20,10,2000,111
7197,106,20,10,2000,100
7196,106,20,10,2000,116
7204,106,20,10,2000,113
8016,106,20,10,2000,110
8015,106,20,10,2000,108
7193,106,20,10,2000,112
7185,106,21,10,2001,159
7184,106,21,10,2001,159
7181,106,21,10,2001,155
7180,106,20,10,2001,143
7180,106,21,10,2001,143
7178,106,20,10,2001,159
7178,106,21,10,2001,159
7175,106,20,10,2001,152
7175,106,21,10,2001,152
7174,106,20,10,2001,137
7174,106,21,10,2001,137
7173,106,20,10,2001,133
7173,106,21,10,2001,136
7172,106,20,10,2001,132
7172,106,21,10,2001,133
7169,106,20,10,2001,120
7169,106,21,10,2001,120
7168,106,20,10,2001,128
7168,106,21,10,2001,131
7167,106,20,10,2001,123
7167,106,21,10,2001,125
7166,106,20,10,2001,120
7166,106,21,10,2001,124
7165,106,20,10,2001,121
7165,106,21,10,2001,127
7164,106,20,10,2001,123
7164,106,21,10,2001,127
7163,106,20,10,2001,120
7163,106,21,10,2001,124
7160,106,20,10,2001,127
7160,106,21,10,2001,129
7159,106,20,10,2001,124
7159,106,21,10,2001,130
7158,106,20,10,2001,127
7158,106,21,10,2001,128
7156,106,20,10,2001,116
7156,106,21,10,2001,123
7155,106,20,10,2001,120
7155,106,21,10,2001,128
7154,106,20,10,2001,120
7154,106,21,10,2001,129
7153,106,20,10,2001,122
7153,106,21,10,2001,124
7215,106,20,10,2001,115
7212,106,20,10,2001,130
7211,106,20,10,2001,116
7210,106,20,10,2001,117
7209,106,20,10,2001,116
7208,106,20,10,2001,119
7205,106,20,10,2001,119
7213,106,20,10,2001,123
7207,106,20,10,2001,118
7201,106,20,10,2001,120
7200,106,20,10,2001,121
7202,106,20,10,2001,122
7199,106,20,10,2001,120
7198,106,20,10,2001,117
7197,106,20,10,2001,113
7196,106,20,10,2001,114
7204,106,20,10,2001,121
8016,106,20,10,2001,117
8015,106,20,10,2001,118
7193,106,20,10,2001,120
7185,106,21,10,2004,161
7184,106,21,10,2004,151
7181,106,21,10,2004,141
7180,106,20,10,2004,130
7180,106,21,10,2004,130
7178,106,20,10,2004,161
7178,106,21,10,2004,161
7175,106,20,10,2004,141
7175,106,21,10,2004,141
7174,106,20,10,2004,128
7174,106,21,10,2004,130
7173,106,20,10,2004,125
7173,106,21,10,2004,126
7172,106,20,10,2004,123
7172,106,21,10,2004,126
7169,106,20,10,2004,126
7169,106,21,10,2004,126
7168,106,20,10,2004,127
7168,106,21,10,2004,128
7167,106,20,10,2004,126
7167,106,21,10,2004,128
7166,106,20,10,2004,124
7166,106,21,10,2004,127
7165,106,20,10,2004,125
7165,106,21,10,2004,127
7164,106,20,10,2004,124
7164,106,21,10,2004,126
7163,106,20,10,2004,124
7163,106,21,10,2004,126
7160,106,20,10,2004,122
7160,106,21,10,2004,125
7159,106,20,10,2004,124
7159,106,21,10,2004,127
7158,106,20,10,2004,123
7158,106,21,10,2004,123
7156,106,20,10,2004,116
7156,106,21,10,2004,122
7155,106,20,10,2004,121
7155,106,21,10,2004,125
7154,106,20,10,2004,123
7154,106,21,10,2004,127
7153,106,20,10,2004,121
7153,106,21,10,2004,123
7212,106,20,10,2004,115
7211,106,20,10,2004,110
7210,106,20,10,2004,113
7209,106,20,10,2004,111
7208,106,20,10,2004,119
7205,106,20,10,2004,117
7213,106,20,10,2004,96
7207,106,20,10,2004,113
7201,106,20,10,2004,115
7200,106,20,10,2004,112
7202,106,20,10,2004,124
7199,106,20,10,2004,114
7198,106,20,10,2004,114
7196,106,20,10,2004,84
7204,106,20,10,2004,120
7194,106,20,10,2004,113
8016,106,20,10,2004,113
8015,106,20,10,2004,110
7193,106,20,10,2004,117
7185,106,21,10,2003,147
7184,106,21,10,2003,143
7181,106,21,10,2003,148
7180,106,20,10,2003,142
7180,106,21,10,2003,142
7178,106,20,10,2003,142
7178,106,21,10,2003,142
7175,106,20,10,2003,139
7175,106,21,10,2003,139
7174,106,20,10,2003,139
7174,106,21,10,2003,139
7173,106,20,10,2003,135
7173,106,21,10,2003,137
7172,106,20,10,2003,135
7172,106,21,10,2003,134
7169,106,20,10,2003,135
7169,106,21,10,2003,135
7168,106,20,10,2003,135
7168,106,21,10,2003,137
7167,106,20,10,2003,134
7167,106,21,10,2003,134
7166,106,20,10,2003,133
7166,106,21,10,2003,136
7165,106,20,10,2003,133
7165,106,21,10,2003,134
7164,106,20,10,2003,132
7164,106,21,10,2003,135
7163,106,20,10,2003,132
7163,106,21,10,2003,134
7160,106,20,10,2003,133
7160,106,21,10,2003,138
7159,106,20,10,2003,133
7159,106,21,10,2003,135
7158,106,20,10,2003,129
7158,106,21,10,2003,132
7156,106,20,10,2003,116
7156,106,21,10,2003,123
7155,106,20,10,2003,132
7155,106,21,10,2003,136
7154,106,20,10,2003,132
7154,106,21,10,2003,139
7153,106,20,10,2003,131
7153,106,21,10,2003,134
7212,106,20,10,2003,127
7211,106,20,10,2003,121
7210,106,20,10,2003,126
7209,106,20,10,2003,119
7208,106,20,10,2003,128
7205,106,20,10,2003,128
7213,106,20,10,2003,121
7207,106,20,10,2003,121
7201,106,20,10,2003,87
7200,106,20,10,2003,117
7202,106,20,10,2003,120
7199,106,20,10,2003,88
7198,106,20,10,2003,122
7196,106,20,10,2003,124
7204,106,20,10,2003,136
8016,106,20,10,2003,120
8015,106,20,10,2003,119
7193,106,20,10,2003,123
7188,106,20,10,1969,122
7188,106,20,10,1970,126
7188,106,20,10,1971,127
7188,106,20,10,1972,121
7188,106,20,10,1973,117
7188,106,20,10,1974,123
7188,106,20,10,1975,121
7188,106,20,10,1976,130
7188,106,20,10,1977,120
7188,106,20,10,1978,127
7188,106,20,10,1979,125
7188,106,20,10,1980,133
7188,106,20,10,1981,131
7188,106,20,10,1982,128
7188,106,20,10,1983,115
7188,106,20,10,1984,114
7188,106,20,10,1985,130
7188,106,20,10,1986,117
7188,106,20,10,1987,122
7188,106,20,10,1988,122
7188,106,20,10,1990,100
7188,106,20,10,1991,122
7188,106,20,10,1992,120
7188,106,20,10,1999,105
7192,106,20,10,1962,101
7192,106,20,10,1963,122
7192,106,20,10,1967,114
7192,106,20,10,1968,110
7192,106,20,10,1969,118
7192,106,20,10,1970,118
7192,106,20,10,1971,140
7192,106,20,10,1972,120
7192,106,20,10,1973,121
7192,106,20,10,1974,130
7192,106,20,10,1975,110
7192,106,20,10,1976,120
7192,106,20,10,1977,120
7192,106,20,10,1978,123
7192,106,20,10,1979,130
7192,106,20,10,1980,139
7192,106,20,10,1981,129
7192,106,20,10,1982,123
7192,106,20,10,1983,115
7192,106,20,10,1984,121
7192,106,20,10,1985,117
7192,106,20,10,1986,109
7192,106,20,10,1987,125
7192,106,20,10,1988,124
7192,106,20,10,1989,117
7192,106,20,10,1991,113
7191,106,20,10,1967,126
7191,106,20,10,1968,124
7191,106,20,10,1969,129
7191,106,20,10,1970,129
7191,106,20,10,1971,132
7191,106,20,10,1972,126
7191,106,20,10,1973,128
7191,106,20,10,1974,122
7191,106,20,10,1975,122
7191,106,20,10,1976,129
7191,106,20,10,1977,125
7191,106,20,10,1978,128
7191,106,20,10,1979,131
7191,106,20,10,1980,138
7191,106,20,10,1981,131
7191,106,20,10,1982,125
7191,106,20,10,1983,114
7191,106,20,10,1984,120
7191,106,20,10,1985,129
7191,106,20,10,1986,118
7191,106,20,10,1988,125
7191,106,20,10,1990,107
7191,106,20,10,1991,125
7191,106,20,10,1992,132
7193,106,20,10,1967,122
7193,106,20,10,1968,110
7193,106,20,10,1969,128
7193,106,20,10,1970,128
7193,106,20,10,1971,127
7193,106,20,10,1972,125
7193,106,20,10,1973,122
7193,106,20,10,1974,122
7193,106,20,10,1975,123
7193,106,20,10,1976,130
7193,106,20,10,1977,122
7193,106,20,10,1978,93
7193,106,20,10,1979,129
7193,106,20,10,1980,140
7193,106,20,10,1981,130
7193,106,20,10,1982,126
7193,106,20,10,1983,117
7193,106,20,10,1984,118
7193,106,20,10,1985,130
7193,106,20,10,1986,117
7193,106,20,10,1987,125
7193,106,20,10,1988,118
7193,106,20,10,1989,106
7193,106,20,10,1990,105
7193,106,20,10,1991,120
7193,106,20,10,1992,125
7193,106,20,10,1999,110
7193,106,20,10,2002,113
8015,106,20,10,1960,130
8015,106,20,10,1961,119
8015,106,20,10,1962,114
8015,106,20,10,1963,124
8015,106,20,10,1965,136
8015,106,20,10,1966,123
8015,106,20,10,1967,119
8015,106,20,10,1968,114
8015,106,20,10,1969,125
8015,106,20,10,1970,125
8015,106,20,10,1971,126
8015,106,20,10,1972,122
8015,106,20,10,1973,120
8015,106,20,10,1974,121
8015,106,20,10,1975,123
8015,106,20,10,1976,129
8015,106,20,10,1977,122
8015,106,20,10,1978,126
8015,106,20,10,1979,130
8015,106,20,10,1980,132
8015,106,20,10,1981,129
8015,106,20,10,1982,125
8015,106,20,10,1983,115
8015,106,20,10,1984,113
8015,106,20,10,1985,128
8015,106,20,10,1986,121
8015,106,20,10,1987,122
8015,106,20,10,1988,123
8015,106,20,10,1989,103
8015,106,20,10,1990,99
8015,106,20,10,1991,118
8015,106,20,10,1992,124
8015,106,20,10,2002,108
8016,106,20,10,1961,114
8016,106,20,10,1962,113
8016,106,20,10,1963,123
8016,106,20,10,1964,126
8016,106,20,10,1965,132
8016,106,20,10,1966,120
8016,106,20,10,1967,121
8016,106,20,10,1968,114
8016,106,20,10,1969,126
8016,106,20,10,1970,127
8016,106,20,10,1971,128
8016,106,20,10,1972,123
8016,106,20,10,1973,119
8016,106,20,10,1974,121
8016,106,20,10,1975,121
8016,106,20,10,1976,129
8016,106,20,10,1977,121
8016,106,20,10,1978,113
8016,106,20,10,1979,128
8016,106,20,10,1980,129
8016,106,20,10,1981,130
8016,106,20,10,1982,124
8016,106,20,10,1983,113
8016,106,20,10,1984,113
8016,106,20,10,1985,127
8016,106,20,10,1986,117
8016,106,20,10,1987,122
8016,106,20,10,1988,122
8016,106,20,10,1989,103
8016,106,20,10,1990,93
8016,106,20,10,1991,106
8016,106,20,10,1992,122
8016,106,20,10,1999,108
8016,106,20,10,2002,109
7194,106,20,10,1969,123
7194,106,20,10,1971,117
7194,106,20,10,1972,122
7194,106,20,10,1973,120
