"siteslist","cc","meanmat","varmat","sdmat","meanlo","varlo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint2.5","matslopeconfint97.5","matslopelog","matslopelogse","matslopelogconfint2.5","matslopelogconfint97.5","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
1,"1950-1970",7.97089927835825,1.34019377946876,1.15766738723554,106.35,68.45,8.27345151674922,2190.6,54.4956215445142,-5.47907333571214,1.08152307579001,-7.75126900266866,-3.20687766875563,-0.403050442169403,0.0816903736539686,-0.574675548654551,-0.231425335684254,6.36054018041149,0.96515527827103,0.982423166599317,0.668278389061649
1,"1990-2000",9.09944273139421,0.929891338291763,0.964308735982291,102.65,31.9236842105263,5.65010479641982,2414.4,54.1623719797773,-2.41515181577592,1.258252647948,-5.05864253604152,0.228338904489683,-0.207794300796,0.108900020414876,-0.436584753868311,0.020996152276311,6.5818788851416,1.10220224076277,1.0498582003122,0.81237412423717
2,"1950-1970",9.4604535928902,1.03636427789081,1.01801978266182,106.7,57.1684210526316,7.56098016480876,2261.4,82.2733147499795,-5.8278646782214,1.08521556199208,-8.10781797082313,-3.54791138561967,-0.504860230320109,0.0959407595678316,-0.706424286653633,-0.303296173986585,7.77484660041218,0.74555667973033,0.863456240773283,0.603589933103316
2,"1990-2000",10.6361437840028,0.814380825410009,0.902430510017258,98.5,31.4210526315789,5.60544847729233,2376,82.5379102256048,-1.50095250588248,1.42067848826875,-4.48568725398262,1.48378224221765,-0.163018363623219,0.149657966929809,-0.47743808484372,0.151401357597281,7.74594337525177,0.631769450576366,0.79483926084232,0.849575586985366
3,"1950-1970",8.30813296647267,1.13327693896491,1.06455480787271,107.15,119.502631578947,10.9317259194945,2146.2,62.7516158114399,-8.55226263499151,1.33972529058032,-11.36692102584,-5.73760424414298,-0.651367214389425,0.11107160699722,-0.884720001574875,-0.418014427203976,6.72190307556021,0.409883870717785,0.640221735586808,0.521332515964409
3,"1990-2000",9.3443285954858,0.785661624873153,0.886375555209615,103.05,32.6815789473684,5.71678047045436,2352.6,70.0991128334083,-1.79549451898725,1.4600936853631,-4.86303752338334,1.27204848540884,-0.154616748032226,0.131643310872075,-0.43118908129367,0.121955585229218,7.1535966142982,1.27079581947119,1.12729579945602,0.856743463189669
4,"1950-1970",7.12220092776292,1.21362573158268,1.10164682706514,108.7,87.0631578947368,9.33076405739299,1776,51.0040201552436,-6.92796101660018,1.14846317806363,-9.34079261979933,-4.51512941340104,-0.43328281505795,0.0758020221429136,-0.592536954072836,-0.274028676043064,5.85991115934336,1.09672595041116,1.04724684311349,0.648377095066804
4,"1990-2000",8.30126611880006,1.00955292599795,1.00476510986297,107.1,31.5684210526316,5.61857820561675,2058,47.6493203843818,-1.32718304470404,1.28037080243893,-4.0171422832291,1.36277619382103,-0.0963888718764481,0.0991296445810125,-0.304652527017958,0.111874783265062,5.93026599648048,0.953481917710663,0.976463986898986,0.90811080864276
5,"1950-1970",7.6472661334181,1.40934536503312,1.18715852565406,112.9,75.6736842105263,8.69906226041211,2055,69.8444701825992,-5.99510803980098,0.993112065026847,-8.08155906564518,-3.90865701395679,-0.397929501589172,0.0682934718809959,-0.541408761868538,-0.254450241309806,6.98212081167937,0.614520505622061,0.783913583006482,0.671709380436701
5,"1990-2000",8.5327389397132,0.970354392560984,0.985065679313305,109,34.1052631578947,5.83997116070745,2326.8,56.8286262174248,-2.69207649109831,1.24498880245122,-5.30770090602137,-0.0764520761752521,-0.204667144582526,0.0951548012859666,-0.40457996383897,-0.00475432532608303,6.52212082196117,0.746925028976353,0.864248244994662,0.81491852131752
6,"1950-1970",7.70512211038579,1.12752891340354,1.06185164378247,110.25,76.3026315789474,8.73513775386212,1891.2,60.4992547117765,-6.72214362819269,1.11766681607798,-9.07027447573694,-4.37401278064844,-0.454942162616375,0.0810071648950435,-0.625131900761812,-0.284752424470938,6.61895146495813,0.614102679431747,0.783647037531405,0.634484663819927
6,"1990-2000",9.04282860222485,0.884838393957164,0.94065848954717,105.6,25.0947368421053,5.0094647261065,2161.2,59.5316922237848,-1.05469424383853,1.2303665611885,-3.63959846981502,1.53020998213796,-0.0914041225992198,0.103301080436039,-0.308431639268006,0.125623394069567,6.67405630243612,1.63947497264601,1.28041984233532,0.912648814353539
7,"1950-1970",7.5494482008219,1.23855222216542,1.11290261126723,112.85,73.8184210526316,8.59176472283963,1927.8,66.282140293363,-6.71083087122478,0.899546834885908,-8.60070864286565,-4.82095309958391,-0.435528930519891,0.0605585774028586,-0.5627577805112,-0.308300080528582,6.74713694596393,0.355890043444767,0.596565204688278,0.646922399567016
7,"1990-2000",8.76030415201803,0.884100233584793,0.940266044045404,104.25,36.3026315789474,6.02516651877335,2181.6,54.2350828996075,-1.88219319759242,1.44374163291993,-4.9153818146075,1.15099541942265,-0.153829141958452,0.120120685612586,-0.406193337850798,0.0985350539338944,6.33192727782523,0.986826680993572,0.99339150438967,0.857418505343698
8,"1950-1970",8.51098078802562,1.04538114247629,1.02243882089653,107.9,78.3052631578947,8.84902611352768,2424.6,64.1537264132236,-7.08865168564175,1.17039791525604,-9.54756646165532,-4.62973690962817,-0.544307263175698,0.0944799970641893,-0.742802371369762,-0.345812154981634,7.04084661681836,0.66649987949644,0.816394438673146,0.580243600256053
8,"1990-2000",9.67442369680325,0.862459928550302,0.928687207056446,100.1,85.3578947368421,9.23893363634798,2604.6,67.8649571378421,-2.13695062545766,2.29012026862731,-6.9483147726195,2.67441352170419,-0.192331705344282,0.222306067365513,-0.659379421951798,0.274716011263234,7.21976596765791,0.762199123808086,0.873040161623786,0.825033155191323
9,"1950-1970",8.38996720377396,1.10269043436422,1.05009067911501,110.65,57.2921052631579,7.56915485791894,2133.6,73.6290133890026,-5.36796643990353,1.13386238155648,-7.75012290791574,-2.98580997189132,-0.401229482064139,0.088090737477412,-0.586301253971521,-0.216157710156757,7.3117740301175,0.854352229182471,0.92431175973395,0.66949640599089
9,"1990-2000",9.53683402596558,0.895784694955257,0.94645902972884,107.25,41.8815789473684,6.47159786662988,2345.4,75.8269046421771,-1.48141960402908,1.57338037376909,-4.78696910896324,1.82412990090508,-0.136957679124207,0.139247686371009,-0.429506212473631,0.155590854225217,7.38995144772494,1.17909699011845,1.08586232558205,0.87200712945663
10,"1950-1970",7.94557590935906,1.14818515113954,1.07153401772391,118.25,84.1973684210526,9.17591240264709,2052,100.944578112745,-7.06893087593524,1.13922597469853,-9.46235583499446,-4.67550591687601,-0.464639352417148,0.0807277607983781,-0.634242084337767,-0.295036620496529,8.17898368815321,0.947170476580354,0.973226837166112,0.628361681451666
10,"1990-2000",8.89339654034753,0.911431614221759,0.954689276268336,105.5,47.4210526315789,6.88629455016113,2284.2,57.2105804323121,-1.2599686498186,1.67401170501876,-4.77693673651399,2.25699943687679,-0.10332781144088,0.139899030830173,-0.397244768720351,0.190589145838591,6.57687082073741,0.912648793748766,0.955326537760135,0.901831294404623
11,"1950-1970",7.68809221946209,1.37629740231537,1.17315702372503,114.95,84.4710526315789,9.1908134912846,1920.6,77.766803367605,-6.73082611683451,0.944915067853129,-8.716019009043,-4.74563322462601,-0.444486790335759,0.0673561240614069,-0.585996755921579,-0.30297682474994,7.19832241975011,0.604580591846024,0.777547806791341,0.641153237649779
11,"1990-2000",8.64502154589914,0.890113556928055,0.943458296337498,110.2,26.9052631578947,5.18702835522371,2209.8,57.0589643370809,-2.57226064022477,1.14528626368127,-4.97841779397806,-0.166103486471476,-0.198481006550032,0.0901690498696122,-0.387919150768694,-0.00904286233137039,6.46175792008458,1.03193466524414,1.0158418505083,0.819975344753188
12,"1950-1970",6.87526071589116,1.24437521412137,1.11551567184032,112.15,91.3973684210526,9.56019709111965,1798.8,57.7375562777461,-7.61654621032182,0.92606166644845,-9.56212957598571,-5.67096284465792,-0.458274782629154,0.0598748345318818,-0.58406714215297,-0.332482423105338,6.19638695827415,0.34766437297892,0.589630708985649,0.632373687027004
12,"1990-2000",8.04842373314719,0.854681928450285,0.92449009105035,108.9,19.5684210526316,4.42362080796168,2124.6,51.3630510561816,-1.26579999778736,1.08764041213296,-3.55084771149434,1.01924771591962,-0.0901120857376202,0.0787305009682175,-0.255518730460967,0.0752945589857263,5.96004825387931,1.080463925904,1.03945366703091,0.913828752360934
13,"1950-1970",8.21605959896545,1.19214620221008,1.09185447849523,114.5,83.3157894736842,9.12774832440532,2163.6,85.0182128200729,-6.73566689321734,1.16709554435839,-9.18764364542699,-4.28369014100768,-0.471692313084382,0.089875619326723,-0.660513982608208,-0.282870643560556,7.66807240925038,0.990663933683637,0.995321020416849,0.623945463241035
13,"1990-2000",9.40226065940831,0.83358505171953,0.913008790603645,104.35,40.5552631578947,6.3683014342833,2334.6,66.7170513905316,-1.8870862335522,1.58272840247274,-5.21227521802267,1.43810275091827,-0.169557179425283,0.142597030448814,-0.469142423568119,0.130028064717554,7.11539500224885,0.997175111441746,0.998586556810048,0.844038491464692
14,"1950-1970",7.25610853346551,1.46637717439908,1.21094061555432,115.25,67.3552631578947,8.20702523195188,1881,68.4879134759376,-5.72292385745763,0.855740482182026,-7.52076789720034,-3.92507981771492,-0.353727492473845,0.0557798439094207,-0.470916595944352,-0.236538389003338,6.79082242885845,0.641088565732912,0.800680064528218,0.702066259629526
14,"1990-2000",8.49521991881269,0.888791601483656,0.942757445732282,111.9,21.9894736842105,4.68929351653429,2179.8,63.0553927262978,-2.58242435348452,1.00199662340657,-4.68754114384648,-0.477307563122564,-0.18724842059688,0.0761970938194587,-0.347332574404495,-0.0271642667892648,6.61599985212088,0.859376651434448,0.927025701604032,0.829237711068858
15,"1950-1970",8.29048351034542,1.15322223009181,1.07388185108596,109.5,59.6315789473684,7.72214859656096,1822.2,79.1106714519987,-5.04647086678053,1.20742596213901,-7.58317868259761,-2.50976305096345,-0.371300965076622,0.0931655380018726,-0.56703449725567,-0.175567432897574,7.43951596274611,0.625222563649036,0.790710164124021,0.689836293679992
15,"1990-2000",9.18494816426562,0.884551510202204,0.940505986266012,105.75,30.6184210526316,5.53339146027385,2185.8,58.4719286630329,-2.13488367010278,1.29221814550869,-4.84973325280139,0.579965912595826,-0.183256205207029,0.11057405002939,-0.41556366399249,0.0490512535784318,6.72895146249944,0.747973224956112,0.864854453047512,0.832554823528922
16,"1950-1970",7.5494482008219,1.23855222216542,1.11290261126723,119.85,72.0289473684211,8.48698694286854,1927.8,99.8726842836323,-5.38966731778374,1.27164039916783,-8.06128465965635,-2.71804997591114,-0.328349654520638,0.0835479906370972,-0.503877469467968,-0.152821839573309,8.1137578831595,1.19979751222279,1.0953526885085,0.720111185549002
16,"1990-2000",8.76030415201803,0.884100233584793,0.940266044045404,107.45,107.944736842105,10.3896456552717,2181.6,52.7596672401617,-3.14227011842423,2.49690614494193,-8.38807527074603,2.10353503389757,-0.246080742753273,0.204105026176413,-0.674889490771272,0.182728005264727,6.06462083218709,1.81277193625562,1.34639219258566,0.781859092920952
17,"1950-1970",7.1008639717181,1.45683236196511,1.20699310767092,122.3,75.6947368421053,8.70027222804581,2259,78.2463357990083,-5.69638794788658,1.04108928874624,-7.88363538047243,-3.50914051530073,-0.328883080570842,0.0651715385087702,-0.465803402220335,-0.191962758921349,7.48817725198103,0.659045534643741,0.811816195110532,0.719727161916798
17,"1990-2000",8.21444546856674,0.892938369071698,0.944954162418314,107.55,57.7342105263158,7.59830313466867,2562,45.1792895678295,-4.13971739956899,1.62479355317895,-7.55328198628419,-0.726152812853783,-0.305609708888588,0.122634144330944,-0.563254485599568,-0.0479649321776077,6.39834663117935,0.906504493883778,0.952105295586459,0.736674080701372
18,"1950-1970",7.63204059028016,1.09844577919476,1.04806764056274,121.7,22.8526315789474,4.78044261328879,1995,95.9598211898562,-1.93344922471233,0.973718217122458,-3.97915528804911,0.112256838624452,-0.11669865444547,0.0587481370316034,-0.240123910358266,0.00672660146732613,8.06154014239118,1.85177526492444,1.36079949475463,0.889853306102039
18,"1990-2000",8.80846447702852,0.758007741110367,0.870636400060535,111.8,31.1157894736842,5.57815287292166,2253.6,71.8560718008603,-0.993401828551418,1.49187778347139,-4.12772074519241,2.14091708808958,-0.0775961894223164,0.115382660496741,-0.320006163921568,0.164813785076935,7.11365306680391,0.790353133722076,0.889018072775844,0.92533801238684
19,"1950-1970",7.43037211652693,1.46095209065586,1.20869851106712,117.85,56.2394736842105,7.49929821278035,1980,84.100994259575,-4.41632789900081,1.02716254390908,-6.57431632640946,-2.25833947159217,-0.27467617259972,0.0691000733097434,-0.419850039598431,-0.129502305601009,7.56470950833492,1.54230950058075,1.24189754029096,0.759818133321213
19,"1990-2000",8.6778639364694,0.885912411925076,0.941229202652083,112.85,25.7131578947368,5.07081432264452,2227.8,71.6844944930089,-1.79210217410667,1.19751738570381,-4.30799284330363,0.723788495090286,-0.126741860049068,0.0923898895517264,-0.320845815303725,0.0673620952055891,7.06664500333849,0.711646733069982,0.843591567685442,0.880961054491098
20,"1950-1970",5.93897269334057,1.30525943538854,1.14247951202135,120.9,70.0947368421053,8.37225996025597,1912.8,68.4492362946629,-4.47235618569325,1.36828757951645,-7.34702171888741,-1.59769065249908,-0.196822709108119,0.0662457113308729,-0.335999784114596,-0.057645634101643,6.45788695242917,2.33839610527987,1.52918151482415,0.821336235839061
20,"1990-2000",7.14288027512679,0.972882438973196,0.986348031362762,108.35,59.6078947368421,7.72061491960596,2161.8,40.4958829425783,-3.4640215528883,1.65445401056279,-6.93990044824484,0.0118573424682333,-0.225919060978254,0.110205740231672,-0.457452729592053,0.00561460763554553,5.30939504261609,0.942431520044846,0.970789122335456,0.797782670801499
21,"1950-1970",7.6472661334181,1.40934536503312,1.18715852565406,126.1,94.6210526315789,9.72733533047869,2055,126.779885192234,-5.24418896032732,1.48392839473151,-8.36180683095825,-2.12657108969639,-0.318630474071563,0.0944923406411913,-0.517151515158606,-0.12010943298452,9.13030624753465,1.86742308564175,1.36653689508983,0.727144198301881
21,"1990-2000",8.5327389397132,0.970354392560984,0.985065679313305,111.3,50.5368421052632,7.10892693064594,2326.8,64.1292451472872,-3.17314998140421,1.52774213446213,-6.38281710350058,0.0365171406921645,-0.235118179679065,0.111102982163814,-0.468536883643528,-0.00169947571460219,6.85242726619115,0.769975159935633,0.877482284684787,0.790477425739959
22,"1950-1970",6.95155690983798,1.33500078111868,1.1554223388522,130,77.6842105263158,8.81386467597023,2211,111.245968249244,-4.98924096344509,1.36010335454787,-7.84671207802048,-2.13176984886971,-0.253487882845161,0.0727946366792338,-0.406423739455902,-0.10055202623442,8.61928206540854,0.74148016696005,0.861092426490937,0.776089148860548
22,"1990-2000",8.15890742632986,0.905825739559413,0.951748779646926,105.85,61.6078947368421,7.8490696733334,2454,47.5589117548723,-3.27563520485285,1.78392792991066,-7.02352871100372,0.472258301298026,-0.246944790145949,0.136192175783612,-0.53307393395812,0.0391843536662223,6.13404824999011,1.15770619146902,1.07596756060256,0.78118382138559
23,"1950-1970",6.87526071589116,1.24437521412137,1.11551567184032,117.55,150.681578947368,12.2752425209186,1798.8,76.4683354947411,-7.17787525073605,1.96593566876131,-11.3081528269327,-3.04759767453942,-0.413535681537657,0.122874513223141,-0.671685454552043,-0.155385908523271,6.94322565125843,3.1784440552946,1.78281913140245,0.661307937475379
23,"1990-2000",8.04842373314719,0.854681928450285,0.92449009105035,110.85,32.2394736842105,5.67798147973472,2124.6,54.6057079392321,-1.31186474677947,1.41421415909487,-4.28301844324283,1.6592889496839,-0.0892522153024669,0.10209622924671,-0.303748433552381,0.125244002947447,6.18611276495541,0.993899243317748,0.996944955008925,0.91461486461679
24,"1950-1970",7.86451884595343,1.22854572046122,1.10839781687859,115.2,120.273684210526,10.9669359536074,2335.2,78.3016590386988,-6.55922297205875,1.7460403996052,-10.2275177307406,-2.89092821337692,-0.433142319552814,0.1156079093031,-0.676025524233883,-0.190259114871745,7.41934660835822,1.31518656554251,1.14681583767513,0.648468195533747
24,"1990-2000",9.55409489514498,0.899927723573135,0.948645204264026,100.15,34.8710526315789,5.90517168519078,2472.6,59.855634470374,-3.69906398213838,1.18005770787614,-6.17827322937168,-1.21985473490508,-0.348260124217248,0.110593830867777,-0.58060914100205,-0.115911107432445,6.76131436500187,1.19548909786641,1.09338424072529,0.705915226683791
25,"1950-1970",7.60576341695446,1.28289568793508,1.13264985230877,113.65,137.186842105263,11.7126786904304,2035.8,73.2463110875336,-7.59913722874323,1.65308497321497,-11.0721398833618,-4.12613457412464,-0.490439522426579,0.104114481255449,-0.709175930804415,-0.271703114048744,7.00187081123793,1.74100344481746,1.31947089578265,0.612357190309961
25,"1990-2000",8.68941828403723,0.917719276424503,0.95797665755722,100.3,62.9578947368421,7.93460110760724,2273.4,49.0523166665848,-4.30076904189709,1.6684315477443,-7.80601365318656,-0.79552443060762,-0.364240719348827,0.143102071999816,-0.6648870164174,-0.0635944222802542,6.11093534728092,1.07173389315991,1.03524581291591,0.694723941118406
