"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo"
3036,132.341677913873,23.7321413279659,3.77758056072578,1,1951,50.5167,8.81667,"50.5167 8.81667","1950-1960",109
2472,123.201948199197,126.868327410681,8.33338691050848,1,1952,50.5167,8.81667,"50.5167 8.81667","1950-1960",106
2100,106.424837578008,13.638899460264,4.52387086662554,1,1953,50.5167,8.81667,"50.5167 8.81667","1950-1960",92
2568,123.685826897682,55.5899570373851,7.43209660807324,1,1954,50.5167,8.81667,"50.5167 8.81667","1950-1960",119
1752,101.983392461362,78.7961960088187,7.57532241132351,1,1955,50.5167,8.81667,"50.5167 8.81667","1950-1960",120
1980,101.718198696476,74.7494445743263,7.28290306302088,1,1956,50.5167,8.81667,"50.5167 8.81667","1950-1960",115
2688,127.63440560612,94.2311569271854,8.73225786933495,1,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2100,106.313550269477,218.397669843382,11.8969352179537,1,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",112
2388,120.266229534345,154.295959614938,10.1998384816933,1,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",96
2664,125.686698253209,65.8330457519123,6.99032242439928,1,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",97
2424,126.015004751525,21.1560838434975,4.41483861099808,2,1951,50,8.71667,"50 8.71667","1950-1960",109
2052,108.055725722515,70.3651373786624,5.55951600476739,2,1952,50,8.71667,"50 8.71667","1950-1960",103
1920,101.570281806673,45.5273937895911,5.75887083902114,2,1953,50,8.71667,"50 8.71667","1950-1960",93
2232,115.114406476207,22.0352611196141,5.39967729866264,2,1954,50,8.71667,"50 8.71667","1950-1960",113
1620,95.0967590942319,69.0793421866774,6.728548236702,2,1955,50,8.71667,"50 8.71667","1950-1960",118
1800,96.4457181884139,39.711807315544,5.55870955317251,2,1956,50,8.71667,"50 8.71667","1950-1960",115
2520,122.421681642156,65.8899542814485,7.72516111765177,2,1957,50,8.71667,"50 8.71667","1950-1960",98
2016,103.203952662616,29.6517029930269,5.01080633961265,2,1958,50,8.71667,"50 8.71667","1950-1960",120
2484,115.536162556852,52.9401324779161,6.71612888214088,2,1959,50,8.71667,"50 8.71667","1950-1960",103
2460,112.93290641913,33.8871200726878,5.17483859401076,2,1960,50,8.71667,"50 8.71667","1950-1960",99
2580,129.351511719204,18.7428049461108,4.85177408510278,3,1951,48.7167,9.21667,"48.7167 9.21667","1950-1960",110
2208,114.397235310314,55.3125468330659,5.15645149764755,3,1952,48.7167,9.21667,"48.7167 9.21667","1950-1960",99
2100,107.129260462559,96.0008967806948,8.77354819099269,3,1953,48.7167,9.21667,"48.7167 9.21667","1950-1960",94
2304,117.191937533676,28.7461759522096,5.9153224484274,3,1954,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1680,98.9532113872198,34.1682100120709,5.74564503286515,3,1955,48.7167,9.21667,"48.7167 9.21667","1950-1960",118
1932,98.5635637443122,59.2952781204562,6.55870953082077,3,1956,48.7167,9.21667,"48.7167 9.21667","1950-1960",115
2640,127.727327425338,103.797776324697,8.54306432517666,3,1957,48.7167,9.21667,"48.7167 9.21667","1950-1960",86
2040,106.703379389918,89.423838741973,7.58016112089277,3,1958,48.7167,9.21667,"48.7167 9.21667","1950-1960",122
2388,114.387234892744,122.166529497573,9.16935463375863,3,1959,48.7167,9.21667,"48.7167 9.21667","1950-1960",95
2556,116.498695791267,65.0744390824255,7.13241919541671,3,1960,48.7167,9.21667,"48.7167 9.21667","1950-1960",98
2904,131.700949497467,31.014572780707,5.56725794007821,4,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110
2364,118.501996918584,52.6843313420044,5.6095160036498,4,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111
2196,109.314178377131,57.4059494395562,6.36645147060194,4,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93
2496,122.069540859158,44.7425582072142,6.62403211000586,4,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118
1692,99.7633324925181,33.4942392232754,5.95774180231796,4,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122
2028,103.514046156356,68.2088381118107,7.00096758545166,4,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116
2652,127.790514828691,87.562788201817,8.30774174979137,4,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98
2136,106.12653097224,73.8709386799475,7.28983854673683,4,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125
2568,120.279164480552,87.0614223050488,8.32612884615458,4,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96
2664,125.225475559062,89.558714078414,8.20725788106962,4,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102
2868,131.982939951486,20.4097724045499,4.84338698851606,5,1951,50.4167,10.3833,"50.4167 10.3833","1950-1960",110
2208,116.844322572043,103.09855597926,7.09451597045747,5,1952,50.4167,10.3833,"50.4167 10.3833","1950-1960",109
2244,108.921099446211,55.7903069245163,6.48854824206642,5,1953,50.4167,10.3833,"50.4167 10.3833","1950-1960",99
2520,121.314549738885,41.9602939727019,6.69483856003611,5,1954,50.4167,10.3833,"50.4167 10.3833","1950-1960",120
1668,100.261684284006,76.2145418351884,7.39774177013145,5,1955,50.4167,10.3833,"50.4167 10.3833","1950-1960",122
2088,102.660108554128,49.6635490916754,6.26322566645761,5,1956,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
2808,133.017964876968,81.5857013530484,8.54193529294383,5,1957,50.4167,10.3833,"50.4167 10.3833","1950-1960",112
2184,107.470385906141,36.8004096270634,4.77725795773609,5,1958,50.4167,10.3833,"50.4167 10.3833","1950-1960",123
2496,116.518933360595,70.9306129312714,7.52774176722573,5,1959,50.4167,10.3833,"50.4167 10.3833","1950-1960",105
2592,121.594775450421,45.2503162227472,6.07435470293727,5,1960,50.4167,10.3833,"50.4167 10.3833","1950-1960",101
3156,136.391414116709,50.6241186983691,6.62919340021307,6,1951,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
2688,131.262168093153,94.1856361384632,7.11951596989867,6,1952,48.5833,12.1833,"48.5833 12.1833","1950-1960",108
2148,106.491068531901,90.7870029854325,7.67967724770067,6,1953,48.5833,12.1833,"48.5833 12.1833","1950-1960",111
2532,121.033231721928,56.0778277605369,7.38790306067395,6,1954,48.5833,12.1833,"48.5833 12.1833","1950-1960",119
1776,105.89389079874,77.3836222640213,7.80548369650158,6,1955,48.5833,12.1833,"48.5833 12.1833","1950-1960",121
2016,103.644008776676,84.8246052098522,7.76629014899053,6,1956,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
2640,131.074776807021,113.678028168033,9.39064495139305,6,1957,48.5833,12.1833,"48.5833 12.1833","1950-1960",104
2256,110.650161664194,63.3316126422637,7.03193532669496,6,1958,48.5833,12.1833,"48.5833 12.1833","1950-1960",120
2376,116.96249297076,110.123960840527,9.07677399066667,6,1959,48.5833,12.1833,"48.5833 12.1833","1950-1960",95
2688,124.906617549389,93.5800994904607,8.31516110446424,6,1960,48.5833,12.1833,"48.5833 12.1833","1950-1960",100
2856,130.808422276429,49.3775995496592,6.14903212062293,7,1951,49.1667,11.45,"49.1667 11.45","1950-1960",111
2424,119.194650305344,35.1578318692008,5.11741924045547,7,1952,49.1667,11.45,"49.1667 11.45","1950-1960",108
2172,109.334873270629,74.4603573713305,6.96354823144934,7,1953,49.1667,11.45,"49.1667 11.45","1950-1960",100
2412,121.009643217215,38.200589076143,6.05758050976381,7,1954,49.1667,11.45,"49.1667 11.45","1950-1960",121
1896,105.557497643215,51.443897725657,6.45741921050414,7,1955,49.1667,11.45,"49.1667 11.45","1950-1960",120
2100,104.940605528701,66.378450257194,6.77983855813622,7,1956,49.1667,11.45,"49.1667 11.45","1950-1960",126
2472,125.024972884919,81.6168482825902,7.83693530870181,7,1957,49.1667,11.45,"49.1667 11.45","1950-1960",109
2088,108.694584302942,49.6225233699659,6.11177405693959,7,1958,49.1667,11.45,"49.1667 11.45","1950-1960",127
2472,119.327234449991,70.6530328497578,7.60629015256681,7,1959,49.1667,11.45,"49.1667 11.45","1950-1960",102
2760,124.212479521012,57.439963943519,6.73419339786614,7,1960,49.1667,11.45,"49.1667 11.45","1950-1960",106
1752,102.038784536135,25.5431252687644,5.03758053256259,8,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",113
1752,95.8710388871024,117.348325653779,7.39451596375194,8,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
1560,91.3544279290554,35.4289626700278,4.95548376020405,8,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",101
1956,107.422394195681,26.1379705823221,5.48596761931455,8,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
1464,90.7504277482925,81.5311085098057,6.86887081421071,8,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",118
1620,92.0880154716068,44.0546069170051,5.53887084393852,8,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",115
2508,117.572776504202,62.1947651103428,7.50258047746555,8,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",103
1512,90.0214783397238,49.2024901964873,6.06370954188488,8,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",123
2196,105.258298130088,46.0825691207901,6.43499985616654,8,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",104
2292,103.6574191235,48.0648024008382,6.34548372913512,8,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",100
2604,128.538652601698,21.8377494045801,4.99790311409461,9,1951,49.3333,10.8,"49.3333 10.8","1950-1960",115
2220,114.75884176378,139.370261675664,8.08032240003588,9,1952,49.3333,10.8,"49.3333 10.8","1950-1960",112
2136,109.159450648397,75.9973059901361,7.288709514504,9,1953,49.3333,10.8,"49.3333 10.8","1950-1960",103
2256,115.715626274977,33.8440259423618,6.13161276617358,9,1954,49.3333,10.8,"49.3333 10.8","1950-1960",124
1668,98.5612443733358,91.0126303777209,7.6037095074632,9,1955,49.3333,10.8,"49.3333 10.8","1950-1960",121
1944,99.2224758006169,45.7338644288069,5.98870954356126,9,1956,49.3333,10.8,"49.3333 10.8","1950-1960",128
2688,127.447900654914,58.3165913810896,7.05774177773105,9,1957,49.3333,10.8,"49.3333 10.8","1950-1960",118
1944,104.080811540143,54.4727952506757,6.50935469321426,9,1958,49.3333,10.8,"49.3333 10.8","1950-1960",130
2472,116.661371977948,102.617742809511,8.67499980609864,9,1959,49.3333,10.8,"49.3333 10.8","1950-1960",105
2460,114.0621482879,62.4538790187668,6.9967740371583,9,1960,49.3333,10.8,"49.3333 10.8","1950-1960",110
1980,109.954287898823,33.4442619077764,5.70322567897458,10,1951,49.4,11.4,"49.4 11.4","1950-1960",115
2028,108.307349957184,97.6492698675446,6.96677403782885,10,1952,49.4,11.4,"49.4 11.4","1950-1960",109
1704,98.830404190944,88.6113239590997,8.65999980643392,10,1953,49.4,11.4,"49.4 11.4","1950-1960",96
2052,108.20795709237,34.3820373406678,5.92790309330749,10,1954,49.4,11.4,"49.4 11.4","1950-1960",126
1632,96.3369748466915,74.878657251525,6.91129016810127,10,1955,49.4,11.4,"49.4 11.4","1950-1960",124
1764,96.6066585025902,56.0911765039983,6.23903211861128,10,1956,49.4,11.4,"49.4 11.4","1950-1960",128
2556,124.430190295916,75.0447734988634,7.52999983169138,10,1957,49.4,11.4,"49.4 11.4","1950-1960",113
1776,97.4158139897394,34.4242383754338,5.5245160055497,10,1958,49.4,11.4,"49.4 11.4","1950-1960",125
2388,111.775404849876,47.071097993465,6.50258049981729,10,1959,49.4,11.4,"49.4 11.4","1950-1960",104
2328,106.739283904752,51.8467765864742,6.55177404710482,10,1960,49.4,11.4,"49.4 11.4","1950-1960",107
2184,118.407605378561,29.7066206279071,5.35209665456486,11,1951,49.4667,9.58333,"49.4667 9.58333","1950-1960",116
1992,106.207049423225,109.61880191581,7.14048371136549,11,1952,49.4667,9.58333,"49.4667 9.58333","1950-1960",103
1920,101.65825583166,72.6562793635283,7.27145145037362,11,1953,49.4667,9.58333,"49.4667 9.58333","1950-1960",93
2040,110.431975929934,32.1301318853363,5.74774180701183,11,1954,49.4667,9.58333,"49.4667 9.58333","1950-1960",124
1572,94.7254695826774,60.0958471814319,6.21741921586856,11,1955,49.4667,9.58333,"49.4667 9.58333","1950-1960",122
1788,97.4676415313319,57.8074858694891,6.34306437435049,11,1956,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2508,122.073166523622,57.4630087826139,6.66048372209433,11,1957,49.4667,9.58333,"49.4667 9.58333","1950-1960",108
1908,101.889929293979,67.8677981192772,6.7970966222666,11,1958,49.4667,9.58333,"49.4667 9.58333","1950-1960",123
2388,113.0406387773,65.1603748378617,7.33064499743764,11,1959,49.4667,9.58333,"49.4667 9.58333","1950-1960",105
2316,113.265866203351,64.9988277261064,7.03274177828984,11,1960,49.4667,9.58333,"49.4667 9.58333","1950-1960",111
2760,127.903320404661,18.3301687895492,4.81354827950558,12,1951,48.8833,12.6,"48.8833 12.6","1950-1960",117
2148,112.31368767338,60.0739788844937,4.59096763931936,12,1952,48.8833,12.6,"48.8833 12.6","1950-1960",107
2364,114.12955423158,40.1017558654091,5.469838587417,12,1953,48.8833,12.6,"48.8833 12.6","1950-1960",100
2424,118.776192472368,23.9782461759812,5.56564503688846,12,1954,48.8833,12.6,"48.8833 12.6","1950-1960",114
1716,101.893530716276,61.3696393994371,6.35209663221312,12,1955,48.8833,12.6,"48.8833 12.6","1950-1960",121
2112,105.188920570049,29.6185478922922,5.07483859624594,12,1956,48.8833,12.6,"48.8833 12.6","1950-1960",110
2832,133.594921898882,60.1514770428861,7.6570966030441,12,1957,48.8833,12.6,"48.8833 12.6","1950-1960",105
2052,107.704325580083,32.2177300613241,5.17725794879539,12,1958,48.8833,12.6,"48.8833 12.6","1950-1960",118
2712,123.922825344031,60.6108349850226,6.85661274996857,12,1959,48.8833,12.6,"48.8833 12.6","1950-1960",95
2460,118.258726465596,25.347010078255,4.63032247714939,12,1960,48.8833,12.6,"48.8833 12.6","1950-1960",100
3276,137.210807240566,25.6890052139053,5.73903212978715,13,1951,48.4333,10.4167,"48.4333 10.4167","1950-1960",120
2772,129.832610506688,84.6690791220208,6.28241921441569,13,1952,48.4333,10.4167,"48.4333 10.4167","1950-1960",117
2604,118.068789778464,54.5138392933682,6.72387081745171,13,1953,48.4333,10.4167,"48.4333 10.4167","1950-1960",125
2496,122.455525111883,42.2176795119507,6.82790307319092,13,1954,48.4333,10.4167,"48.4333 10.4167","1950-1960",128
1944,110.692827761701,43.4695350553973,6.40306437300939,13,1955,48.4333,10.4167,"48.4333 10.4167","1950-1960",117
2100,108.892386542427,32.2270588000729,5.69967729195712,13,1956,48.4333,10.4167,"48.4333 10.4167","1950-1960",130
3216,140.857534314945,92.036992783785,8.88661270459453,13,1957,48.4333,10.4167,"48.4333 10.4167","1950-1960",117
2316,114.539503280712,56.8554115311913,6.47999985516071,13,1958,48.4333,10.4167,"48.4333 10.4167","1950-1960",124
2448,118.895219637212,65.7476605614963,7.6103224105412,13,1959,48.4333,10.4167,"48.4333 10.4167","1950-1960",121
2556,127.970087162482,70.4363746854472,7.14596758221066,13,1960,48.4333,10.4167,"48.4333 10.4167","1950-1960",120
2592,125.934587572432,12.6381743638931,4.26854829168728,14,1951,49.95,11.1667,"49.95 11.1667","1950-1960",121
2100,107.437771697924,106.771950810007,6.77435468729105,14,1952,49.95,11.1667,"49.95 11.1667","1950-1960",111
2292,113.087129649972,74.0938320330374,7.87080627568667,14,1953,49.95,11.1667,"49.95 11.1667","1950-1960",116
2340,118.945200320569,56.1411687845624,6.6679030767672,14,1954,49.95,11.1667,"49.95 11.1667","1950-1960",119
1668,98.4643109504883,96.0366625698606,7.73435466583337,14,1955,49.95,11.1667,"49.95 11.1667","1950-1960",121
2016,100.631599097267,42.8053375995271,5.60612890695132,14,1956,49.95,11.1667,"49.95 11.1667","1950-1960",124
2808,128.782803213008,68.5224936037827,7.18612887163556,14,1957,49.95,11.1667,"49.95 11.1667","1950-1960",114
2004,103.860909166568,139.415455823718,9.73854816942326,14,1958,49.95,11.1667,"49.95 11.1667","1950-1960",124
2568,119.900486323438,96.602567185321,8.39096755438274,14,1959,49.95,11.1667,"49.95 11.1667","1950-1960",105
2556,115.52421527336,70.8205106696027,7.93112885498352,14,1960,49.95,11.1667,"49.95 11.1667","1950-1960",113
2796,130.273219666834,43.3049555063168,6.06935470304902,15,1951,50.3,10.4667,"50.3 10.4667","1950-1960",124
2304,117.386448838061,81.280384807423,6.56951598219213,15,1952,50.3,10.4667,"50.3 10.4667","1950-1960",127
2208,109.077892964426,79.8948968071247,7.4198385438311,15,1953,50.3,10.4667,"50.3 10.4667","1950-1960",130
2412,121.000324366104,44.6161871912903,6.27790308548438,15,1954,50.3,10.4667,"50.3 10.4667","1950-1960",134
1776,103.225285464655,84.5450514177709,7.37387080292308,15,1955,50.3,10.4667,"50.3 10.4667","1950-1960",138
1980,104.243423204219,53.1511374088215,6.22741921564504,15,1956,50.3,10.4667,"50.3 10.4667","1950-1960",136
2688,125.330782623053,85.1143057522531,8.43032239221277,15,1957,50.3,10.4667,"50.3 10.4667","1950-1960",123
2076,105.870612126334,60.4975500496521,6.61306436831552,15,1958,50.3,10.4667,"50.3 10.4667","1950-1960",134
2484,119.729453894279,89.1212021555828,8.27032239578905,15,1959,50.3,10.4667,"50.3 10.4667","1950-1960",104
2748,125.11142027373,80.1747667313653,7.6801611186576,15,1960,50.3,10.4667,"50.3 10.4667","1950-1960",120
1896,107.454684547253,18.0849891128706,4.79741924760803,16,1951,52.4,9.45,"52.4 9.45","1950-1960",143
1860,98.0528464307315,72.360562246332,5.29096762367314,16,1952,52.4,9.45,"52.4 9.45","1950-1960",106
1860,97.4321480386345,46.5425523174173,5.15516117509575,16,1953,52.4,9.45,"52.4 9.45","1950-1960",98
1824,102.009755714411,21.5707112000082,5.09516117643685,16,1954,52.4,9.45,"52.4 9.45","1950-1960",125
1536,91.9116141497373,67.4487171744913,6.08645147686043,16,1955,52.4,9.45,"52.4 9.45","1950-1960",122
1524,91.3667587144009,42.9263932559468,5.41483858864634,16,1956,52.4,9.45,"52.4 9.45","1950-1960",124
2508,116.421501593508,50.1563806342126,6.74887081689291,16,1957,52.4,9.45,"52.4 9.45","1950-1960",106
1704,95.2707674966585,37.7504831439818,5.32629020352878,16,1958,52.4,9.45,"52.4 9.45","1950-1960",123
2340,109.610898718172,35.4059762850262,5.86225793348445,16,1959,52.4,9.45,"52.4 9.45","1950-1960",106
2328,105.906788271259,35.2198349581191,5.23596762490248,16,1960,52.4,9.45,"52.4 9.45","1950-1960",108
3012,134.18306480964,45.1102840965732,6.49499985482544,17,1951,49.45,10.3167,"49.45 10.3167","1950-1960",144
2244,118.685304560729,86.1665848881583,6.66903210900003,17,1952,49.45,10.3167,"49.45 10.3167","1950-1960",108
2232,108.074423892562,96.6533654328484,8.33887078135364,17,1953,49.45,10.3167,"49.45 10.3167","1950-1960",93
2328,118.344473196911,43.1969967725348,6.63548372265312,17,1954,49.45,10.3167,"49.45 10.3167","1950-1960",117
1752,103.166287878201,55.5367125651182,6.6593546898615,17,1955,49.45,10.3167,"49.45 10.3167","1950-1960",120
2064,101.394596497398,61.4469634986207,6.7917740417404,17,1956,49.45,10.3167,"49.45 10.3167","1950-1960",112
2676,129.362476016494,82.8381836474558,8.0709675615353,17,1957,49.45,10.3167,"49.45 10.3167","1950-1960",105
2148,106.856679356735,66.998405149944,7.15274177560763,17,1958,49.45,10.3167,"49.45 10.3167","1950-1960",127
2568,118.839344369535,104.847009529084,8.80951593212423,17,1959,49.45,10.3167,"49.45 10.3167","1950-1960",102
